Airport Name,Zipcode
Excelsior Springs Memorial Airport,47720
Forest Hill Airport,64024
Last Chance Ranch Airport,48879
Florida Flying Gators Ultralightport,None
Tradewinds Aerodrome,34715
Mount Royal Airport,46131
Two J's Flying Ranch Airport,32193
Mills Ranch South Airport,33523
Gen-Airpark,32426
Butler Farm Show Airport,None
Grant Airport,None
Prattsburg Airport,None
Warren Field,None
Diamond R Ranch Airport,30738
Erlen Airport,None
Rhodes Air Ranch Airport,30185
Cauley's Airstrip,30830
Vintage Field,None
Broad River Air Park,30292
Fox Mountain Airport,30553
Eden Field,30752
Prater Ranch Airport,31305
Erie Air Park,30188
Whites Airport,61250
Robinson Airport,50247
Kerr Airport,None
Rake Airport,51050
The Last Resort Airport,50450
Terry's Airport,83634
Fremont (Murphy) Airport,46725
Shenandoah Flying Field,46737
Fifer Field,47433
Basting Airport,47616
Stout Field,46797
Birkey Private Airport,47957
Dick's Strip,46506
Silver Creek Gliderport,46818
Sweedler Airport,62074
Home Free Airport,60421
Sugar Creek Farm Airport,60553
Dupouy Airport,61723
Carlson Farm Airport,46928
Johnson Airport,46368
Pippenger Airport,None
Holloway Field,None
Chain-O-Lakes Airport,57147
Ddt Field,46619
Mc Coy Airport,46030
Earp Airport,62513
Noland RLA Restricted Landing Area,61473
Merkle Airport,62513
Holmes Southeast Airport,None
Davy Jones /Private/ Airport,None
Foote Airport,62816
Davis Field,None
Kankakee Airport,31537
Mesa Verde Airport,60901
Rogers Airport,66618-2538
Eveleigh Farms Airport,None
High Point Airport,None
Berwick Airport,67147
Tri Rotor Airport,67357
Goode Airpark,67880
Mason Valley Airport,None
Craw Daddy Landing Airport,None
Miles Field,41008
Flying M Ranch Airport,40076
Harrington Flying Service Airport,48740
Wilder Airport,None
Little Pecan Island Airport,70648
Morgan Crop Service Nr 2 Airport,None
Open A-1 Ranch Airport,70647
Morgan Crop Service Airport,70605
Miller Airport,700615
Herschel Hunter Airport,61080
Kibler Airport,62292
Pillow Hill Airport,62441
Richardson Field,60081
Compton Airport,62859
Bock Farms Airport,62249
Gastons Airport,62693
Moontown Airport,72642
Baines Airport,35741
Westport Airport,01243
Burhans Memorial Airport,02791
Fairview Airport,21754
Hidden Hills Airport,21054
Pokety Airport,21643
Chandler Airport,21613
Doss Field,20680
South Fox Island Airport,48000
Innes Acres Airport,None
Willie Run Airport,None
Stahlberg-Mohr Airport,48426
Blue Sky Airport,55751
Aysta Field,None
Schumacher Airport,None
Sean D Sheldon Memorial Airfield,55363
Ultra Flight Airpark,64776
Penman Airport,63014
Nimsick Airport,None
Kitty Hawk Estates Airport,64836
Fairbanks Airport,64167
Fizzle Ridge Airport,64463
Thomas Field,None
Thunderfoot Ranch Airport,38635
Root Hog Airport,39478:39667
Mitchell's Airport,39041:39066:39071:39209
E E Lane Airport,None
Fairview Farms Airport,39071
Union Municipal Airport,39108
Three Cross Ranch Airport,39365
Nistler Airport,None
Willow Airport,None
Newton Airport,None
Mahnomen County Airport,07860
Alamo Navajo Airport,56557
Erickson Airport,None
Lorentzen Airport,None
Risovi Ranch Strip,58577
Clyde Valley Airport,58319
Welborn Farm Airport,28655
Tucker Field,27011
Mc Donald Field,28097
Flying Bj Airport,28103
Mc Cachren Field,28678
Maxwell Airport,28075
Womble Field,28675
Gage Flying Farmer Airport,27516
Phillips Private Airport,None
Wells Airport,69348
Burkinshaw Field,68940
Pawlet Ranch Airport,None
Phelps Airport,None
Pemberton Airport,80747
Mock Airport,08068
Inductotherm Airport,08822
Allen Airstrip,08060
Mc Kinney Airport,08088
Laska Airport,14420
Secret Spot Airport,None
Tuscarora Plateau Airport,12901
B Flat Farm Airport,14510
North Omaha Airport,12521
Napoleon Airport,68122
Transylvania Community Airport,49201
The Ranch Airport,28766
De Ronda Airport,12166
Luke Airport,13475
Six Ponds Airport,13903
Hiserts Airpark Inc Airport,12137
Hilltop Airport,None
Walters Municipal Airport,14033
Harris Ranch Airport,None
Valley Vista Airport,93210
Dillon Field Airport,45612
Andy Barnhart Memorial Airport,97634
Morningstar North Airport,45344
Riceland Aerodrome,45381
Youngpeter Airport,44003
Creager Airport,45887
Gnadenhutten Airport,45176
Merts Field,44629
Vogel Airpark,45177
Valley Airport,44859
Okarche Airport,None
Bearden Private Airport,73762
Double W Airport,73434
Flying G Ranch Airport,None
Jazz Ranch Airport,74063
Harrison Airport,74801
Cubehole Airport,64369
Maxwell Private Airport,97327
Cline Falls Air Park,None
Murphy Ranch Airport,97756
Horst Airport,None
Navarro Airport,17046
Neeb Airport,18960
Giffin Airport,18235
Fox Hollow Airport,18828
Harris Airport,17837
Moyer Airport,19352
Schulteis Airport,18932
Ashlawn Airport,17307
Karlindo Airport,18413
Countryside Airport,17320
Gravel Run Airport,18627
Stahl's Mountain Airport,16440
Phil Cain Memorial Field,18470
Mountain Hide-Away Airport,15626
Yingst Airport,16865
Risker Field,None
Mina Airport,15019
Scottsburg Airport,89422
Rust Airstrip,47170
Swans Field,None
Schiffer Acres Airport,04290
Toketee State Airport,48866
Nehalem Bay State Airport,None
Yahu Field,97130
Crooked Fence Farm Airport,None
Jordan Airport,29388
Brown Field,29510
Chris Hofer Landing Strip,None
Running Colors Airport,57064
Cedar Mills Airport,None
Wolfe Air Park,76245
Tetlin Airport,None
Clark Airport,None
Middle Bass Island Airport,76247
Wildcat Canyon Airport,43446
Stafford Municipal Airport,76708
Four Square Ranch Airport,67578
Clark Sky Ranch Airport,None
Tin Top Ranch Airport,None
Blanco Landing Airport,None
Spring Ranch Airport,78606
Jim Sears Airport,None
Picosa Ranch Airport,76073
Chacon Creek Ranch Airport,None
Al Meyers Airport,None
K Ranch Airport,49286
Gum Island Airport,None
Lazy Dog Ranch Airpark,None
Hot Springs Airport,75173
Stamps Field,None
Skellytown Airport,79068
Mills Ranch Airport,None
Terlingua Airport,None
Pinoak Airport,None
Indian Springs Airport,None
Wayne's World Airport,37664
Kenner Farm Airport,None
Wilson Field,37865
Massingale Airport,None
Holenthawall Airport,37772
East Side Airport,37172
White Wings Airport,75601
J-D Ranch Airport,None
Purdy-Nielsen Memorial Airpark,None
Pavlat Airport,77471
Oak Glen Ranch Airport,None
Paradise Point Airport,None
Flying S Farm Airport,75763
Sitton Field,76247
Lowell Smith Jr Airport,None
Flying P Airport,76093
Rafter J Airport,None
Murphy Hot Springs Airport,76028
Warren /US Forest Service/ Airport,None
Johnson Creek Airport,None
Augusta Airport,83677
Boulder Airport,None
Ayres-Aicp Airport,None
The Meadows Airport,20115
Aviacres Airport,20187
Flying Circus Aerodrome,22728
Goose Hunt Farm Airport,22548
White Post Airport,20175
Garner Airport,22620
Machipongo International Airport,23487
Serenity Farm Airport,23405
Hartwood Airport,22473
Birch Creek Plantation Airport,22406
Roy Otten Memorial Airfield,None
Put In Bay Airport,65084
Kentmorr Airpark,43456
Mears Field Airport,21666
Bladenboro Airport,None
Middle Bass-East Point Airport,28320
Taylor Airport,43446
Johnson's Landing Ultralightport,98576
Hanes Airport,98826
Angel Park Airport,99134
Watson Airport,99335
Flying Carpet Airport,None
Carnot Field,98513
Olson's Airport,54201
Tesmer Airport,53139
Plover River Airfield,53594
Flying 'O' Airport,54440
Clover Valley Airport,54471
Melin Farms Airport,53190
Plantation Pine Airport,53525
Rosenbaum Field,54970
Old Dairy Airport,54729
Mark's Park & Airfield,54891
Knutson Farms Airport,54961
Woodland Airstrip,54728
Blunt Field,54241
Brion Memorial Airport,54729
North Bass Island Airport,54770
Drennan Airport,43436
Hardy Field,76050
Eagle Rock Ranch Airport,76272
Chicken Strip,76869
Hartlee Field,76035
Kubecka Aviation Airport,76208
Jenkins Airport,77465
Star Smith Field,77631
Ken Ada Ranch Airport,78054
Wall Lake Municipal Airport,None
Woodbine Municipal Airport,51466
Isabel Municipal Airport,51579
Feather River Airport,57633
Sterling Air Park,None
Lost Bridge Village Airport,None
Boulais Ranch Airport,72732
Watervliet Municipal Airport,85139
Three Lakes Municipal Airport,49098
Fred Babcock Airport,54562
Red Stewart Airfield,None
Antique Aerodrome,None
Cherry Hill Airport,None
Chanay Airport,47235
Rooster Field,66076
Woodsland Plantation Airport,40019
Tib Field,71279
Turner Field,None
Silver Creek Airport,56118
Landgren Ranch Airport,None
Bucks Airport,68622
M.C.R. Airport,44065
Hilltop Airport,44254
Eagles Mere Field Airport,74052
Miles Field,17731
Sybert Farm Airport,77865
Cloud 9 Aerodrome,None
Schubert Airstrip,37811
Hound Run Airport,54630
Breakaway Park Airport,None
Settlers Bay Airstrip,78613
Ashworth Airport,99623
Ak Chin Community Airfield,71962
Calkins Field,85238
Silver Creek Ranch Airport,49348
Flying Dog Ranch Airstrip,None
University Airpark,None
Black'S Airfield,48808
Alcock RLA Restricted Landing Area,83634
Rees Field,61049
Flying Z Ranch Airport,60470
Shannon Field,66083
Textor Airport,56225
R & R Field,65770
Sloop Airport,None
Vandersnick Airport,None
Winchell Mountain Airport,None
Bonebender Airport,12546
Deitch Airport,12996
Circle P Ranch Airport,17072
Stonewall Airpark,76043
Flying T Ranch Airport,37118
Henington Airport,75485
Paddock Field,75496
Macho Grande Airport,53121
Orme School Airport,76574
Goodspeed Airport,None
White Cloud Airport,06438
Peg Field,49349
Farney Field Airport,None
Pirates Cove Airport,67070
Herrington Field,42048
Midway Airport,21550
Kral's Personal Use Landing Field,49245
Aire Parque Airport,55340
Double Jj Resort Ranch Airport,63028
Spring Paths Airport,49446
Packard Ranch Airport,27882
Walter's Field,69121
Dunn Field,13101
Shotgun Ranch Airstrip,44444
Oliver Landing Airport,97752
Magee Airport,38251
Virginia Beach Airport,75496
Frogs End Airport,23457
Sheffels Ranch Airport,05495
Temple Ranch Airport,None
Kalmbach Airport,78384
Haigwood Landing Strip,79654
Dick Taylor Airstrip,72112:72473
Dick Dale Skyranch Airport,None
Kostroski Airport,None
Belleville Airport,80116
Grayland Intergalactic Airport,48111
Hepler Airport,98547
Marion Municipal Airport,None
Smith Airport,66861
Want's Ultralight Flightpark,66502
W Gladstone Airport,71004
Riordan Airport,49837
Bahnson Airport,64080
Onion Crest Airpark,27028
Topaz Ranch Airport,None
Anderson Airfield,None
Windswept Airport,45068
Biggs Skypatch Airport,43402
Inspiration Airport,None
Kolb Airport,None
Diamond Seven Ranch Airport,19475
Roseanne Airport,76671
Fraser Farm Airport,37357
Mid-Valley Dusters Inc Airport,75771
Eagle Ridge Ultralightport,78516
Northome Municipal Airport,54730
Rolle Airfield,None
West Papoose Lake Airpark,None
Sandhill Ranch Airport,None
Charles A. Chase Jr. Memorial Field,None
Cortopassi Airport,04426
Redlands Airport,95236
Betz Airport,None
S&S Flying Service Airport,49228
Boulder Creek Airstrip,31071
The Wolf Den Airport,83615
Rush STOLport,46783
Potter Airport,47906
Vankirk Airport,None
Duff Airport,67232
B T & K H Ranch Airport,41727
Tenkiller Lake Airpark,70637
Heacock Field Ultralight Flightpark,74427
Airbatco Field,04042
Butch's Strip STOLport,48861
Lynch Field,64503
Broadway Airfield,64844
Fredericks Ranch Airport,28023
Tomcat Airport,58636
Compton Airport,13339
Pennfield Farm Airport,97013
Hoskins Field,16875
Shirley Williams Airport,98501-2160
Stone Field,78639
Mc David Ranch Airport,37777
White Oak Airport,None
Big Hill Airport,None
Stoiber Airport,24085
Underwood Airport,54479
Davidson Strip Airport,None
Cherokee Airport,None
Thunder Ridge Ranch,99737
Pine Springs Airport,None
Hell'er High Water Airport,None
Hermitage Airport,None
Moss Meadows Airport,95321
Cummings Field,32060
Aerobatic Practice Airport,46371
Kaml Airstrip,47265
Waldmeister Farm Airport,None
Pester Airport,63376
Glover Airport,59528
Rugg Ranches Airport,27838
Boober Airport,97868
Plane Country Airport,45157
Belleview Landing Airport,44680
Stilwell Airport,None
Gederos Airport,74960
Silver Lake F S Strip,97423
Deussen Field,97638
Darnell's Landings Airport,76259
West Airpark,37642
Windsong Farm Airport,76691
American Falconry Airport,54015
Ghost Apache Airport,None
Bear Cove Farm Airport,None
Pinon Airport,None
Crystal Airport,None
Huerfano Agricultural Airport,93544
Tater Farms Strip,None
Todd Field,32145
Ames Field,50021
Hidden Valley Airport,46563
Davis Plantation Airport,67147
Venissat Airstrip,71220
Rotors & Wings Airport,70559
Sontimer Airport,48843
Circle Bar Ranch Airport,63376
Sky Park Airport,39483
Brown Field,12571
Jantzen Airport,28112
Savannah Agri-Air Airport,69150
Wetzl Airport,13148
Kellers Strip,44451
Gould Strip,None
Lavon North Airport,None
Phillips Corporation Airport,75407
Byrd Creek Airport,17515
Windy Hill Airport,23038
Highland Airport,76227
Mabry Field,99577
Ray Schnepf Ranch Airport,72556
Mile Hi Airport,85240
Strayhorn Ranch Airport,None
Flying Exotics Airport,33905
Mayes Airport,None
Everidge Airport,48811
Westrick Airport,None
Godbee RLA Restricted Landing Area,46962
Mann Airport,60946
Flying Z Ranch Airport,47861
Maxwell Airport,61024
Thornton Airport,None
Sons Private-Commercial Airport,38012
Cliff Scott Airport,55368
Windemere Airport,64644
Elk Creek Airport,28395
Chapin Airport,14801
Harman Airport,44857
Mc Ranch Airport,73014
Homan Airport,97620
Pleasure Field,None
Whites Airport,None
Hensarling Airport,77971
Armstrong Ranch Airport,None
Cub Field,None
Oakbrook Airport,05491
Bartos Farm Airport,53190-1620
Pelican Rapids Muni-Lyon's Field,79423
Castle Mountain Airstrip,56572
Rimrock Airport,99674
Sallaberry Ranch Strip,86335
Shaull Farm Airstrip,None
Mc Kinnon Airpark,80648
Gavagan Field,None
Cedar Creek Airport,None
P.J. Killian Airport,46741
R F Roesner Airport,61753
Rock Cut Farms Airport,None
Le Champ Airport,61047
Morrison Field,21853
Schirmeister Private Airport,27295
Lookingglass Airport,None
Rocky Hill Ultralightport,None
Bamberger Ranch Airport,18326
4M Ranch Airfield,78636
Fox Airport,None
Tri-County Aerodrome,None
Gtr Green River Intergalactic Spaceport Airport,75491
Al's Field,82935
West Valley Airport,22637
Circle A Ranch Airport,None
Airport Manatee Airport,54531
Maravillas Gap Ranch Airport,34221
Piney Pinecreek Border Airport,79842
Secluded Lake Airport,None
Rock Point Airport,99688
Camp Lake Airport,None
El Peco Ranch Airport,53109
Rancho Tehama Airport,None
Air Dusters Inc Airport,None
Rankin Airport,80652
Watson Farm Airport,79778
Mike's Ag Air Airport,32353
Wend Valley Airport,32568
Reinoehl Field,48813
Walnut Creek Airport,None
Drake Airport,60531
Norwich Airport,47882
N & N Airport,67118
Willow Ridge Airport,66503
Lufker Airport,55033
Harden Airstrip,11940
Westmoreland Airport,None
Land's Inn Ranch Airport,11964
Gap View Airport,None
Babb Airport,18013
Roeder Airport,59411
K Star Ranch Airport,77532
Shoshoni Municipal Airport,None
Cougar Mountain Airfield,82649
Tri-Center Airport,None
McCasland Ranch Airport,53943
Atmautluak Airport,76880
Livengood Camp Airport,None
Inigok Airport,None
St John Homestead Airport,None
Long Lake Airport,99654
Mankomen Lake Airport,None
Wolf Lake Airport,None
Aleknagik Mission Lodge Airport,99654
Napaimute Pioneer Airfield,None
Tibbetts Airport,None
Irwin Farms Airport,99633
Bonner Field,36535
Leon's Landing Airport,36580
Milton Airport,35981
T W Spear Memorial Airport,35754
Shurley Field Airport,36046
Red Oak Airport,None
Reed-Joseph Land Co. Airport,72023
Lawrence Field,71839
Williams Ranch Airport,72324
Worth James Ranch Airport,71935
Scudder Airport,None
Palm Valley Tucson Airport,72402
Block Ranch Airport,85653
Parsons Field,None
The Ultralight Strip Ultralightport,None
Leroy Airport,None
South Albany Airport,85566
Duanesburg Airport,12158
Simsbury Airport,12056
Flying U Ranch Airport,06026
Walker/Rowe Waterloo Airport,46382
Gifford Field,46793
Ackley Municipal Airport,03576
Funny Farm Airport,50601
Johnsen Airport,94548
Yandell Ranch Airport,None
Antelope Valley Ranch Airport,None
Rabbit Ranch Airport,95863
Glen-Aspen Airport,None
Owl Canyon Gliderport,81621
Griffin Field,None
Ambrosich Field,81090
Kelgun Airport,80116-8324
Three Castles Airpark,80104
Fuller Airport,53962
Alma Municipal Airport,51351
Richardton Airport,68920
Westport Airport,None
Tranquility Bay Strip,74020
Flying 'F' Farms Airport,33922
The Wright Place STOLport,None
Flanders Field,33031
Turkey Scratch Plantation Airport,33868
Escape Ranch Airport,None
Ko-Kee Airport,None
Fellsmere Airport,33597
